Ensembl transcript,StringDB
ENST00000356994,ENSP00000349486
ENST00000218089,ENSP00000218089
ENST00000340360,ENSP00000339918
ENST00000369522,ENSP00000358535
ENST00000617923,ENSP00000480057
ENST00000229554,ENSP00000229554
ENST00000371713,ENSP00000360778
ENST00000325752,ENSP00000320797
ENST00000359297,ENSP00000352245
ENST00000341495,ENSP00000342570
ENST00000465301,ENSP00000419786
ENST00000420072,ENSP00000416315
ENST00000372666,ENSP00000361751
ENST00000287766,ENSP00000287766
ENST00000372755,ENSP00000361841
ENST00000512648,ENSP00000426177
ENST00000439587,ENSP00000395810
ENST00000252898,ENSP00000252898
ENST00000372163,ENSP00000361236
ENST00000542815,ENSP00000444891
ENST00000231668,ENSP00000231668
ENST00000537274,ENSP00000445635
ENST00000222462,ENSP00000222462
ENST00000322734,ENSP00000324605
ENST00000674499,ENSP00000501360
ENST00000565769,ENSP00000457179
ENST00000403205,ENSP00000386051
ENST00000510968,ENSP00000426329
ENST00000376544,ENSP00000365727
ENST00000520976,ENSP00000430691
ENST00000492595,ENSP00000417972
ENST00000367929,ENSP00000356906
ENST00000537215,ENSP00000444530
ENST00000637886,ENSP00000490258
ENST00000370500,ENSP00000359531
ENST00000375128,ENSP00000364270
ENST00000396872,ENSP00000380081
ENST00000619735,ENSP00000480171
ENST00000253934,ENSP00000253934
ENST00000367500,ENSP00000356470
ENST00000373981,ENSP00000363093
ENST00000541517,ENSP00000438125
ENST00000640999,ENSP00000491643
ENST00000522824,ENSP00000430547
ENST00000359308,ENSP00000352257
ENST00000672699,ENSP00000500355
ENST00000376395,ENSP00000365576
ENST00000374461,ENSP00000363585
ENST00000556155,ENSP00000451742
ENST00000319070,ENSP00000324763
ENST00000566732,ENSP00000455933
ENST00000438256,ENSP00000391798
ENST00000535933,ENSP00000438621
ENST00000383018,ENSP00000372482
ENST00000536306,ENSP00000441423
ENST00000380450,ENSP00000369816
ENST00000296739,ENSP00000369611
ENST00000543729,ENSP00000442719
ENST00000341690,ENSP00000345305
ENST00000358278,ENSP00000351022
ENST00000380635,ENSP00000370009
ENST00000192788,ENSP00000192788
ENST00000367639,ENSP00000356611
ENST00000350889,ENSP00000342538
ENST00000240687,ENSP00000240687
ENST00000402655,ENSP00000384238
ENST00000672588,ENSP00000499965
ENST00000399975,ENSP00000382857
ENST00000643498,ENSP00000494997
ENST00000412851,ENSP00000412555
ENST00000373534,ENSP00000362634
ENST00000432883,ENSP00000402926
ENST00000496958,ENSP00000418451
ENST00000367055,ENSP00000356022
ENST00000357154,ENSP00000349677
ENST00000485036,ENSP00000431554
ENST00000454075,ENSP00000401486
ENST00000412945,ENSP00000414779
ENST00000359451,ENSP00000352425
ENST00000577886,ENSP00000462903
ENST00000650623,ENSP00000497527
ENST00000326397,ENSP00000388920
ENST00000368385,ENSP00000357369
ENST00000408984,ENSP00000386161
ENST00000452346,ENSP00000398236
ENST00000337404,ENSP00000337127
ENST00000375333,ENSP00000364482
ENST00000413272,ENSP00000408697
ENST00000672672,ENSP00000500207
ENST00000371708,ENSP00000360773
ENST00000551052,ENSP00000448297
ENST00000426845,ENSP00000402413
ENST00000638702,ENSP00000491017
ENST00000646778,ENSP00000494586
ENST00000261497,ENSP00000261497
ENST00000560658,ENSP00000454077
ENST00000248948,ENSP00000248948
ENST00000334634,ENSP00000334657
ENST00000378933,ENSP00000368215
ENST00000525735,ENSP00000436952
ENST00000331456,ENSP00000328203
ENST00000376094,ENSP00000365262
ENST00000416273,ENSP00000388867
ENST00000540313,ENSP00000441452
ENST00000417768,ENSP00000402604
ENST00000265284,ENSP00000265284
ENST00000646022,ENSP00000494134
ENST00000275200,ENSP00000275200
ENST00000638155,ENSP00000490557
ENST00000509437,ENSP00000423276
ENST00000601519,ENSP00000469672
ENST00000254901,ENSP00000254901
ENST00000569818,ENSP00000454485
ENST00000273695,ENSP00000273695
ENST00000613569,ENSP00000477868
ENST00000360110,ENSP00000353224
ENST00000444215,ENSP00000416248
ENST00000417814,ENSP00000390650
ENST00000559179,ENSP00000453851
ENST00000438164,ENSP00000388974
ENST00000367937,ENSP00000356914
ENST00000522398,ENSP00000430256
ENST00000262120,ENSP00000262120
ENST00000394224,ENSP00000377771
ENST00000392589,ENSP00000376368
ENST00000331780,ENSP00000331532
ENST00000379516,ENSP00000368831
ENST00000640133,ENSP00000491037
ENST00000390432,ENSP00000440313
ENST00000396596,ENSP00000379842
ENST00000298596,ENSP00000298596
ENST00000533070,ENSP00000436674
ENST00000394803,ENSP00000378282
ENST00000206765,ENSP00000206765
ENST00000394936,ENSP00000378394
ENST00000376656,ENSP00000365844
ENST00000371438,ENSP00000360493
ENST00000335459,ENSP00000335004
ENST00000358993,ENSP00000351884
ENST00000381007,ENSP00000370395
ENST00000457347,ENSP00000402000
ENST00000642580,ENSP00000495339
ENST00000249289,ENSP00000249289
ENST00000332431,ENSP00000329794
ENST00000576640,ENSP00000458170
ENST00000511531,ENSP00000423421
ENST00000531439,ENSP00000431574
ENST00000545376,ENSP00000441384
ENST00000380327,ENSP00000369684
ENST00000339296,ENSP00000340841
ENST00000335568,ENSP00000334276
ENST00000540534,ENSP00000439840
ENST00000282308,ENSP00000282308
ENST00000381905,ENSP00000371330
ENST00000368255,ENSP00000357238
ENST00000329886,ENSP00000333010
ENST00000297195,ENSP00000297195
ENST00000583147,ENSP00000463331
ENST00000359761,ENSP00000352802
ENST00000455332,ENSP00000407842
ENST00000377084,ENSP00000366288
ENST00000452705,ENSP00000415259
ENST00000645562,ENSP00000496098
ENST00000296632,ENSP00000296632
ENST00000592426,ENSP00000468518
ENST00000381554,ENSP00000370966
ENST00000398004,ENSP00000381089
ENST00000236979,ENSP00000236979
ENST00000543106,ENSP00000440384
ENST00000519519,ENSP00000429832
ENST00000383746,ENSP00000373252
ENST00000544079,ENSP00000443061
ENST00000650409,ENSP00000496955
ENST00000372190,ENSP00000361264
ENST00000334656,ENSP00000333959
ENST00000336440,ENSP00000337386
ENST00000571778,ENSP00000458900
ENST00000523111,ENSP00000428209
ENST00000410001,ENSP00000386956
ENST00000413136,ENSP00000407088
ENST00000414753,ENSP00000407995
ENST00000419821,ENSP00000416374
ENST00000373489,ENSP00000362588
ENST00000331428,ENSP00000331704
ENST00000262027,ENSP00000262027
ENST00000433647,ENSP00000394950
ENST00000329447,ENSP00000328768
ENST00000366197,ENSP00000379482
ENST00000446801,ENSP00000402217
ENST00000336128,ENSP00000337555
ENST00000633575,ENSP00000488043
ENST00000057513,ENSP00000057513
ENST00000388975,ENSP00000373627
ENST00000527149,ENSP00000433555
ENST00000383309,ENSP00000372799
ENST00000370141,ENSP00000359160
ENST00000399798,ENSP00000382696
ENST00000645722,ENSP00000495131
ENST00000370854,ENSP00000359891
ENST00000338146,ENSP00000338034
ENST00000362034,ENSP00000354580
ENST00000337872,ENSP00000338807
ENST00000429705,ENSP00000411375
ENST00000356493,ENSP00000348886
ENST00000350763,ENSP00000265131
ENST00000616431,ENSP00000485001
ENST00000419655,ENSP00000396427
ENST00000617832,ENSP00000478463
ENST00000351136,ENSP00000312558
ENST00000291707,ENSP00000291707
ENST00000542433,ENSP00000445383
ENST00000377175,ENSP00000366380
ENST00000589425,ENSP00000465278
ENST00000372791,ENSP00000361877
ENST00000421766,ENSP00000389825
ENST00000367034,ENSP00000356001
ENST00000372450,ENSP00000361528
ENST00000263280,ENSP00000263280
ENST00000452655,ENSP00000390537
ENST00000646896,ENSP00000496422
ENST00000322563,ENSP00000325526
ENST00000360998,ENSP00000354271
ENST00000589288,ENSP00000466007
ENST00000231751,ENSP00000231751
ENST00000621198,ENSP00000480050
ENST00000443153,ENSP00000403687
ENST00000393946,ENSP00000377520
ENST00000324537,ENSP00000320092
ENST00000401592,ENSP00000384015
ENST00000421027,ENSP00000412537
ENST00000541594,ENSP00000439844
ENST00000626951,ENSP00000487441
ENST00000368990,ENSP00000357986
ENST00000240587,ENSP00000240587
ENST00000395630,ENSP00000378992
ENST00000507320,ENSP00000427704
ENST00000304477,ENSP00000305906
ENST00000278968,ENSP00000278968
ENST00000427199,ENSP00000415139
ENST00000604420,ENSP00000473949
ENST00000399903,ENSP00000382787
ENST00000559089,ENSP00000454012
ENST00000379277,ENSP00000368579
ENST00000327335,ENSP00000329153
ENST00000390455,ENSP00000452431
ENST00000460137,ENSP00000425003
ENST00000355640,ENSP00000347858
ENST00000419470,ENSP00000397082
ENST00000525457,ENSP00000431400
ENST00000589426,ENSP00000468431
ENST00000370832,ENSP00000359869
ENST00000390364,ENSP00000374887
ENST00000557275,ENSP00000450562
ENST00000620492,ENSP00000484263
ENST00000217426,ENSP00000217426
ENST00000399277,ENSP00000382218
ENST00000245458,ENSP00000245458
ENST00000481632,ENSP00000418092
ENST00000423898,ENSP00000428984
ENST00000053468,ENSP00000053468
ENST00000221264,ENSP00000221264
ENST00000393533,ENSP00000377166
ENST00000448249,ENSP00000396687
ENST00000264868,ENSP00000264868
ENST00000395104,ENSP00000378536
ENST00000352065,ENSP00000344823
ENST00000334258,ENSP00000334308
ENST00000619509,ENSP00000479825
ENST00000292478,ENSP00000292478
ENST00000450904,ENSP00000389400
ENST00000507993,ENSP00000423392
ENST00000292363,ENSP00000292363
ENST00000397602,ENSP00000380727
ENST00000381039,ENSP00000370427
ENST00000372371,ENSP00000361446
ENST00000379344,ENSP00000368649
ENST00000449742,ENSP00000397073
ENST00000259751,ENSP00000259751
ENST00000370056,ENSP00000359073
ENST00000673754,ENSP00000501201
ENST00000373337,ENSP00000362435
ENST00000615473,ENSP00000480736
ENST00000318074,ENSP00000316464
ENST00000392533,ENSP00000376317
ENST00000434106,ENSP00000403453
ENST00000379279,ENSP00000368581
ENST00000366661,ENSP00000355621
ENST00000446776,ENSP00000405025
ENST00000357258,ENSP00000349803
ENST00000428376,ENSP00000411102
ENST00000556230,ENSP00000495033
ENST00000265403,ENSP00000265403
ENST00000262764,ENSP00000262764
ENST00000329970,ENSP00000357863
ENST00000373979,ENSP00000363091
ENST00000289953,ENSP00000289953
ENST00000454177,ENSP00000401246
ENST00000248933,ENSP00000248933
ENST00000610298,ENSP00000478778
ENST00000333172,ENSP00000331867
ENST00000496856,ENSP00000417740
ENST00000216877,ENSP00000216877
ENST00000550539,ENSP00000448326
ENST00000367002,ENSP00000355969
ENST00000484524,ENSP00000420215
ENST00000397510,ENSP00000380646
ENST00000382103,ENSP00000371535
ENST00000456909,ENSP00000389383
ENST00000552918,ENSP00000447947
ENST00000368508,ENSP00000357494
ENST00000405535,ENSP00000384748
ENST00000460621,ENSP00000427822
ENST00000393527,ENSP00000377161
ENST00000392799,ENSP00000376547
ENST00000372444,ENSP00000361521
ENST00000305363,ENSP00000307519
ENST00000393375,ENSP00000377039
ENST00000390447,ENSP00000452148
ENST00000447404,ENSP00000415968
ENST00000337679,ENSP00000337411
ENST00000591230,ENSP00000465709
ENST00000375119,ENSP00000364260
ENST00000342494,ENSP00000340596
ENST00000463407,ENSP00000418555
ENST00000258646,ENSP00000258646
ENST00000371970,ENSP00000490135
ENST00000448838,ENSP00000389404
ENST00000396060,ENSP00000379372
ENST00000348022,ENSP00000316291
ENST00000369912,ENSP00000358928
ENST00000403868,ENSP00000383947
ENST00000303809,ENSP00000302770
ENST00000335681,ENSP00000338283
ENST00000340093,ENSP00000339328
ENST00000392320,ENSP00000376134
ENST00000403906,ENSP00000383922
ENST00000444775,ENSP00000391561
ENST00000413055,ENSP00000393787
ENST00000355053,ENSP00000347161
ENST00000450020,ENSP00000407741
ENST00000189444,ENSP00000189444
ENST00000291900,ENSP00000291900
ENST00000498165,ENSP00000417659
ENST00000424155,ENSP00000414983
ENST00000295959,ENSP00000295959
ENST00000359626,ENSP00000352645
ENST00000611774,ENSP00000479301
ENST00000340578,ENSP00000341483
ENST00000525531,ENSP00000432054
ENST00000266254,ENSP00000266254
ENST00000519548,ENSP00000428336
ENST00000573521,ENSP00000460274
ENST00000445193,ENSP00000412894
ENST00000438588,ENSP00000408769
ENST00000417239,ENSP00000428541
ENST00000354618,ENSP00000346634
ENST00000562955,ENSP00000457168
ENST00000372247,ENSP00000361321
ENST00000539294,ENSP00000473496
ENST00000330862,ENSP00000329557
ENST00000367463,ENSP00000356433
ENST00000367634,ENSP00000356606
ENST00000446813,ENSP00000393020
ENST00000359655,ENSP00000352678
ENST00000381821,ENSP00000371243
ENST00000611612,ENSP00000483029
ENST00000394998,ENSP00000378447
ENST00000647444,ENSP00000493688
ENST00000502949,ENSP00000425438
ENST00000360461,ENSP00000353646
ENST00000642128,ENSP00000493126
ENST00000527673,ENSP00000435096
ENST00000261652,ENSP00000261652
ENST00000394957,ENSP00000378409
ENST00000358435,ENSP00000351214
ENST00000665913,ENSP00000499750
ENST00000398612,ENSP00000381613
ENST00000361717,ENSP00000354911
ENST00000329967,ENSP00000329213
ENST00000598614,ENSP00000472873
ENST00000335040,ENSP00000334068
ENST00000373887,ENSP00000362994
ENST00000574876,ENSP00000461625
ENST00000372325,ENSP00000361400
ENST00000326361,ENSP00000325634
ENST00000472495,ENSP00000419138
ENST00000490911,ENSP00000420801
ENST00000379031,ENSP00000368318
ENST00000397512,ENSP00000380648
ENST00000378198,ENSP00000367440
ENST00000334475,ENSP00000334284
ENST00000332598,ENSP00000330945
ENST00000484866,ENSP00000418766
ENST00000613269,ENSP00000482204
ENST00000336917,ENSP00000338225
ENST00000451343,ENSP00000407685
ENST00000379300,ENSP00000368602
ENST00000412155,ENSP00000402816
ENST00000527011,ENSP00000432540
ENST00000258821,ENSP00000258821
ENST00000334602,ENSP00000334346
ENST00000545009,ENSP00000445714
ENST00000511190,ENSP00000423390
ENST00000428099,ENSP00000410256
ENST00000536398,ENSP00000440585
ENST00000434377,ENSP00000415520
ENST00000506600,ENSP00000423052
ENST00000442898,ENSP00000485627
ENST00000548115,ENSP00000447991
ENST00000440761,ENSP00000403332
ENST00000444466,ENSP00000405389
ENST00000264234,ENSP00000264234
ENST00000393791,ENSP00000377380
ENST00000368134,ENSP00000357116
ENST00000251864,ENSP00000251864
ENST00000547103,ENSP00000447211
ENST00000428611,ENSP00000412370
ENST00000177694,ENSP00000177694
ENST00000381679,ENSP00000371095
ENST00000553340,ENSP00000450774
ENST00000612026,ENSP00000490633
ENST00000238788,ENSP00000238788
ENST00000336395,ENSP00000338127
ENST00000374692,ENSP00000363824
ENST00000430715,ENSP00000398178
ENST00000423014,ENSP00000388293
ENST00000433307,ENSP00000394416
ENST00000395693,ENSP00000379046
ENST00000548987,ENSP00000448208
ENST00000546203,ENSP00000437579
ENST00000634258,ENSP00000489255
ENST00000298966,ENSP00000298966
ENST00000532870,ENSP00000432282
ENST00000416714,ENSP00000405578
ENST00000370794,ENSP00000359830
ENST00000302995,ENSP00000303102
ENST00000594369,ENSP00000472802
ENST00000506134,ENSP00000421079
ENST00000379286,ENSP00000368588
ENST00000674376,ENSP00000501444
ENST00000244645,ENSP00000244645
ENST00000361799,ENSP00000354872
ENST00000436088,ENSP00000390669
ENST00000370793,ENSP00000359829
ENST00000299550,ENSP00000299550
ENST00000334163,ENSP00000334564
ENST00000396020,ENSP00000379339
ENST00000602683,ENSP00000473490
ENST00000263904,ENSP00000263904
ENST00000381736,ENSP00000371155
ENST00000426126,ENSP00000403397
ENST00000521580,ENSP00000428585
ENST00000379888,ENSP00000369218
ENST00000441178,ENSP00000476672
ENST00000299705,ENSP00000299705
ENST00000413208,ENSP00000401570
ENST00000389032,ENSP00000373684
ENST00000375299,ENSP00000364448
ENST00000343638,ENSP00000345297
ENST00000261772,ENSP00000261772
ENST00000312938,ENSP00000326200
ENST00000444119,ENSP00000394506
ENST00000461497,ENSP00000419354
ENST00000295121,ENSP00000295121
ENST00000321582,ENSP00000321346
ENST00000266086,ENSP00000266086
ENST00000259941,ENSP00000259941
ENST00000409343,ENSP00000386379
ENST00000424809,ENSP00000394307
ENST00000511594,ENSP00000425080
ENST00000340513,ENSP00000341145
ENST00000315792,ENSP00000319914
ENST00000416548,ENSP00000412152
ENST00000500655,ENSP00000424231
ENST00000237937,ENSP00000237937
ENST00000454561,ENSP00000413966
ENST00000467928,ENSP00000434914
ENST00000564104,ENSP00000462435
ENST00000329420,ENSP00000329559
ENST00000321326,ENSP00000319469
ENST00000534261,ENSP00000473238
ENST00000539099,ENSP00000442630
ENST00000356436,ENSP00000348813
ENST00000661543,ENSP00000499294
ENST00000340074,ENSP00000342614
ENST00000336133,ENSP00000337632
ENST00000233156,ENSP00000233156
ENST00000319715,ENSP00000317872
ENST00000355528,ENSP00000347719
ENST00000411502,ENSP00000403998
ENST00000372814,ENSP00000361901
ENST00000242848,ENSP00000242848
ENST00000617924,ENSP00000482784
ENST00000388768,ENSP00000373420
ENST00000369397,ENSP00000358404
ENST00000408931,ENSP00000386170
ENST00000340384,ENSP00000341289
ENST00000339413,ENSP00000343435
ENST00000404377,ENSP00000385470
ENST00000448645,ENSP00000399446
ENST00000418521,ENSP00000415320
ENST00000367635,ENSP00000356607
ENST00000540010,ENSP00000443183
ENST00000372422,ENSP00000361499
ENST00000262294,ENSP00000262294
ENST00000358430,ENSP00000351206
ENST00000591083,ENSP00000468532
ENST00000409939,ENSP00000386538
ENST00000271526,ENSP00000271526
ENST00000330133,ENSP00000331849
ENST00000376704,ENSP00000365894
ENST00000375150,ENSP00000364292
ENST00000353979,ENSP00000323360
ENST00000546047,ENSP00000440724
ENST00000602465,ENSP00000473462
ENST00000392927,ENSP00000376658
ENST00000590202,ENSP00000464872
ENST00000445122,ENSP00000396426
ENST00000509841,ENSP00000426613
ENST00000380574,ENSP00000369948
ENST00000308774,ENSP00000309433
ENST00000632248,ENSP00000488035
ENST00000546268,ENSP00000443509
ENST00000458494,ENSP00000393891
ENST00000476979,ENSP00000417788
ENST00000430451,ENSP00000394700
ENST00000300151,ENSP00000300151
ENST00000612912,ENSP00000484142
ENST00000371402,ENSP00000360455
ENST00000512175,ENSP00000456850
ENST00000373974,ENSP00000363085
ENST00000265909,ENSP00000265909
ENST00000301547,ENSP00000301547
ENST00000372989,ENSP00000362080
ENST00000634351,ENSP00000489315
ENST00000311875,ENSP00000308708
ENST00000280326,ENSP00000280326
ENST00000397080,ENSP00000380270
ENST00000301712,ENSP00000301712
ENST00000513482,ENSP00000422243
ENST00000325980,ENSP00000357556
ENST00000318266,ENSP00000314568
ENST00000457805,ENSP00000409260
ENST00000370207,ENSP00000359226
ENST00000337137,ENSP00000336724
ENST00000425407,ENSP00000392309
ENST00000248444,ENSP00000248444
ENST00000534341,ENSP00000433471
ENST00000377028,ENSP00000366227
ENST00000267368,ENSP00000267368
ENST00000265097,ENSP00000265097
ENST00000397070,ENSP00000380260
ENST00000530649,ENSP00000431941
ENST00000248104,ENSP00000248104
ENST00000544844,ENSP00000438349
ENST00000615541,ENSP00000477871
ENST00000649689,ENSP00000497569
ENST00000262039,ENSP00000262039
ENST00000358867,ENSP00000351737
ENST00000263033,ENSP00000263033
ENST00000055682,ENSP00000055682
ENST00000627217,ENSP00000486891
ENST00000246794,ENSP00000246794
ENST00000355717,ENSP00000347949
ENST00000234392,ENSP00000234392
ENST00000512085,ENSP00000422881
ENST00000317103,ENSP00000321309
ENST00000571879,ENSP00000458723
ENST00000432462,ENSP00000410829
ENST00000266743,ENSP00000266743
ENST00000377943,ENSP00000367178
ENST00000673765,ENSP00000501015
ENST00000257264,ENSP00000257264
ENST00000315764,ENSP00000322808
ENST00000333149,ENSP00000327994
ENST00000397936,ENSP00000381030
ENST00000292211,ENSP00000292211
ENST00000371856,ENSP00000360922
ENST00000372656,ENSP00000361740
ENST00000329758,ENSP00000327604
ENST00000327158,ENSP00000320236
ENST00000396063,ENSP00000379375
ENST00000292894,ENSP00000292894
ENST00000416284,ENSP00000393987
ENST00000390424,ENSP00000438195
